Year,Value,Units,Series
2019,1.8,"Per 100,000 population","2. Detected victims of human trafficking, per 100,000 population"
2020,2.3,"Per 100,000 population","2. Detected victims of human trafficking, per 100,000 population"
2021,0.8,"Per 100,000 population","2. Detected victims of human trafficking, per 100,000 population"
2022,4.1,"Per 100,000 population","2. Detected victims of human trafficking, per 100,000 population"
2023,1.1,"Per 100,000 population","2. Detected victims of human trafficking, per 100,000 population"
2024,2.3,"Per 100,000 population","2. Detected victims of human trafficking, per 100,000 population"
2025,3.8,"Per 100,000 population","2. Detected victims of human trafficking, per 100,000 population"
