Year,Value
2010,2965.4
2011,2971.5
2012,3142.9
2013,2834.8
2014,2845.8
2015,2146.7
2016,1851.7
2017,2017.2
2018,2018.4
2019,2126.9
2020,2086.3
2021,2100.5
2022,2259.7
2023,2245.9
