Year,Series,Units,Value
2018,Total area covered by trees,Square kilometers,3.88
2018,N2K sites overlapping with wooded area,Square kilometers,0.9
2018,Nationally Designated Areas (CDDA 2020) overlapping with wooded area,Square kilometers,2.37
2018,Percentage of wooded area with long-term management plan,Percentage (%),23.32
2018,Percentage of wooded area within legally established protected areas,Percentage (%),61.0
