Year,Value,Series
2015,25.5,Proportion of women in senior and middle management positions (%)
2016,28.3,Proportion of women in senior and middle management positions (%)
2017,28.2,Proportion of women in senior and middle management positions (%)
2018,27.5,Proportion of women in senior and middle management positions (%)
2019,28.8,Proportion of women in senior and middle management positions (%)
2020,25.8,Proportion of women in senior and middle management positions (%)
2021,29.8,Proportion of women in senior and middle management positions (%)
2022,34.9,Proportion of women in senior and middle management positions (%)
2023,34.8,Proportion of women in senior and middle management positions (%)
